PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
SHC1 events in ERBB2 signaling,SHC1 phosphorylation by ERBB2 heterodimers,R-HSA-1250195,"[ATP [cytosol],SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane]]","[ADP [cytosol],p-Y349,350-SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane]]","[SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane],SHC1 [cytosol],p-ERBB2 heterodimers [plasma membrane],Autophosphorylated p-Y877-ERBB2 heterodimers [plasma membrane],NRGs/EGFLs:p-ERBB4:p-7Y-ERBB2 [plasma membrane],NRGs/EGFLs:p-ERBB4cyt2:p-7Y-ERBB2 [plasma membrane],NRGs/EGF-like ligands:p-ERBB4cyt2 [plasma membrane],p-Y1172,Y1226-ERBB4 JM-A CYT-2 isoform [plasma membrane],NRGs/EGF-like ligands [extracellular region],Neuregulins [extracellular region],NRG2 [extracellular region],NRG3 [extracellular region],NRG4 [extracellular region],NRG1 [extracellular region],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],BTC(32-111) [extracellular region],p-7Y-ERBB2 [plasma membrane],NRGs/EGFLs:p-ERBB4cyt1:p-7Y-ERBB2 [plasma membrane],NRGs/EGF-like ligands:p-ERBB4cyt1 [plasma membrane],p-ERBB4cyt1 [plasma membrane],p-Y1046,Y1178,Y1232-ERBB4 JM-B CYT-1 isoform [plasma membrane],p-Y1056,Y1188,Y1242-ERBB4 JM-A CYT-1 isoform [plasma membrane],EGF:p-6Y-EGFR:p-7Y,Y1112-ERBB2 [plasma membrane],p-7Y,Y1112-ERBB2 [plasma membrane],EGF:p-6Y-EGFR [plasma membrane],EGF [extracellular region],p-6Y-EGFR [plasma membrane],NRG1/2:p-10Y-ERBB3:p-Y,877-ERBB2 [plasma membrane],NRG1/2:p-10Y-ERBB3 [plasma membrane],p-10Y-ERBB3-1 [plasma membrane],NRG1/2 [extracellular region],NRG1-10 [extracellular region],p-Y,Y877-ERBB2 [plasma membrane],p-6Y-ERBB2 heterodimers [plasma membrane],NRG1/2:p-10Y-ERBB3:p-Y-ERBB2 [plasma membrane],p-Y-ERBB2 [plasma membrane],EGF:p-6Y-EGFR:p-6Y,Y1112-ERBB2 [plasma membrane],p-6Y,Y1112-ERBB2 [plasma membrane],NRGs/EGFLs:p-ERBB4:p-6Y-ERBB2 [plasma membrane],NRGs/EGFLs:p-ERBB4cyt2:p-6Y-ERBB2 [plasma membrane],p-6Y-ERBB2 [plasma membrane],NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2 [plasma membrane]]"
eNOS activation,eNOS:Caveolin-1 complex binds to CaM,R-HSA-202110,"[CALM1:4xCa2+ [cytosol],eNOS:Caveolin-1 [plasma membrane]]",[eNOS:Caveolin-1:CaM [plasma membrane]],[]
MET activates PI3K/AKT signaling,MET bound PI3K generates PIP3,R-HSA-8852019,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[HGF:p-4Y-MET:p-5Y-GAB1, HGF:p-4Y-MET:GRB2-1:p-5Y-GAB1:PI3K [plasma membrane],HGF:p-4Y-MET:p-5Y-GAB1, HGF:p-4Y-MET:GRB2-1:p-5Y-GAB1 [plasma membrane],HGF:p-4Y-MET dimer:GRB2-1:p-5Y-GAB1 [plasma membrane],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],HGF dimer [extracellular region],HGF(32-494) [extracellular region],HGF(495-728) [extracellular region],p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],p-5Y-GAB1 [cytosol],GRB2-1 [cytosol],HGF:p-4Y-MET dimer:p-5Y-GAB1 [plasma membrane],PIK3CA:PIK3R1 [cytosol],PIK3CA [cytosol],PIK3R1 [cytosol]]"
MET Receptor Activation,HPN heterodimer cleaves pro-HGF to form HGF dimer,R-HSA-6800200,"[H2O [extracellular region],pro-HGF [extracellular region]]",[HGF dimer [extracellular region]],"[HPN heterodimer [plasma membrane],HPN(1-162) [plasma membrane],HPN(163-417) [plasma membrane],SPINT1,2 [extracellular region],SPINT2 [extracellular region],SPINT1 [extracellular region]]"
VEGFA-VEGFR2 Pathway,SRC1-1 binds SH2D2A and is recruited to VEGFR2,R-HSA-4420140,"[SRC-1 [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:SH2D2A [plasma membrane]]",[VEGFA dimer:p-6Y-VEGFR2 dimer:SH2D2A:SRC-1 [plasma membrane]],[]
IRS activation,Phosphorylation of IRS,R-HSA-74711,"[IRS:Insulin:p-6Y-Insulin receptor [plasma membrane],ATP [cytosol]]","[ADP [cytosol],p-Y-IRS:Insulin:p-6Y-Insulin receptor [plasma membrane]]","[IRS:Insulin:p-6Y-Insulin receptor [plasma membrane],IRS1,2 [cytosol],IRS1 [cytosol],IRS2 [cytosol],Insulin:p-6Y-Insulin receptor [plasma membrane],Insulin [extracellular region],2xHC-INS(25-54) [extracellular region],4xHC-INS(90-110) [extracellular region],p-6Y-insulin receptor [plasma membrane],INSR(28-758) [plasma membrane],p-6Y-INSR(763-1382) [plasma membrane]]"
ARMS-mediated activation,Crk's SH3 domain engages C3G,R-HSA-169895,[Active TrkA receptor:Phospho-ARMS:Crk complex [plasma membrane]],[Active TrkA receptor:Phospho-ARMS:Crk:C3G complex [plasma membrane]],[]
GAB1 signalosome,"GAB1 binds phosphatidylinositol-3,4,5-trisphosphate",R-HSA-179467,"[PI(3,4,5)P3 [plasma membrane],GRB2:GAB1 [cytosol]]",[GRB2:GAB1:PIP3 [plasma membrane]],[]
MET activates RAS signaling,MET binds SHC1-2,R-HSA-8851888,"[HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],SHC1-2 [cytosol]]",[HGF:p-4Y-MET dimer:SHC1-2 [plasma membrane]],[]
VEGFA-VEGFR2 Pathway,SRC-1 phosphorylates p-Y397-PTK2,R-HSA-5218640,"[VEGFA:p-6Y-VEGFR2:p-SHB:p-Y397-PTK2:SRC-1 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-5Y-PTK2:SRC-1 [plasma membrane]]","[VEGFA:p-6Y-VEGFR2:p-SHB:p-Y397-PTK2:SRC-1 [plasma membrane],VEGFA:p-6Y-VEGFR2:p-SHB:p-Y397-PTK2 [plasma membrane],p-Y397-PTK2 [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:p-S-SHB [plasma membrane],pS-SHB [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region],SRC-1 [cytosol]]"
Regulation of KIT signaling,Downregulation of c-Kit signaling by SOCS6,R-HSA-1470011,"[p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],SOCS6 [cytosol]]",[SOCS6:p-c-Kit:sSCF dimer:p-c-Kit [plasma membrane]],[]
FCGR3A-mediated IL10 synthesis,Calcium binds calmodulin,R-HSA-74448,"[CALM1 [cytosol],Ca2+ [cytosol]]",[CALM1:4xCa2+ [cytosol]],[]
Signaling by PDGF,Translocation of PDGF from ER to Golgi,R-HSA-382053,"[PDGF precursor dimers  (AA, BB, A/B, CC, DD) [endoplasmic reticulum lumen]]","[PDGF precursor dimers (AA, BB, A/B, CC, DD) [Golgi membrane]]",[]
Activated NTRK2 signals through PI3K,Activated NTRK2 recruits PI3K,R-HSA-9028505,"[GRB2:GAB1 [cytosol],PIK3CA:PIK3R1 [cytosol],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:GRB2:GAB1:PIK3CA:PIK3R1 [plasma membrane]]",[]
Signaling by ERBB4,ERBB4 forms heterodimers with ERBB3,R-HSA-1977958,"[NRGs/EGF-like ligands:ERBB4 [plasma membrane],NRG1/2:ERBB3 [plasma membrane]]",[ERBB4:ERBB3 heterodimer [plasma membrane]],[]
ARMS-mediated activation,C3G stimulates nucleotide exchange on Rap1,R-HSA-169904,"[GTP [cytosol],Rap1-GDP [cytosol]]","[GDP [cytosol],Rap1-GTP [cytosol]]","[Active TrkA receptor:Phospho-ARMS:Crk:C3G complex [plasma membrane],Phospho-ARMS:Crk [cytosol],CRK [cytosol],p-Y1096-KIDINS220 [cytosol],Activated TrkA receptor complex [plasma membrane],beta-NGF homodimer [extracellular region],NGF [extracellular region],p-5Y-NTRK1 [plasma membrane]]"
PKA-mediated phosphorylation of CREB,Dimerization of p-S133-CREB1,R-HSA-111916,[p-S133-CREB1 [nucleoplasm]],[p-S133-CREB1 homodimer [nucleoplasm]],[]
Frs2-mediated activation,p-FRS2:CRKL binds C3G,R-HSA-170978,"[RAPGEF1 [cytosol],Active TrkA receptor:p-FRS2:CRKL complex [endosome membrane]]",[Active TrkA receptor:p-FRS2:CRKL:RAPGEF1 [endosome membrane]],[]
Activation of AKT2,PDPK1 phosphorylates AKT2,R-HSA-109702,"[ATP [cytosol],AKT2:PIP3 [plasma membrane]]","[ADP [cytosol],p-T309,S474-AKT2:PIP3 [plasma membrane]]","[PDPK1:PIP3 [plasma membrane],PDPK1 [plasma membrane],PI(3,4,5)P3 [plasma membrane]]"
IRS activation,Binding of IRS to insulin receptor,R-HSA-74707,"[Insulin:p-6Y-Insulin receptor [plasma membrane],IRS1,2 [cytosol]]",[IRS:Insulin:p-6Y-Insulin receptor [plasma membrane]],"[GRB10:INSR [plasma membrane],Insulin:p-6Y-Insulin receptor [plasma membrane],Insulin [extracellular region],2xHC-INS(25-54) [extracellular region],4xHC-INS(90-110) [extracellular region],p-6Y-insulin receptor [plasma membrane],INSR(28-758) [plasma membrane],p-6Y-INSR(763-1382) [plasma membrane],GRB10 [cytosol]]"
NGF-independant TRKA activation,"NTRK1,2 in Ade-Rib:ADORA2A:NTRK1,2 autophosphorylates",R-HSA-9613023,"[ATP [cytosol],Ade-Rib:ADORA2A:NTRK1,2 [Golgi membrane]]","[Ade-Rib:ADORA2A:p-5Y-NTRK1,p-5Y-NTRK2 [Golgi membrane],ADP [cytosol]]","[Ade-Rib:ADORA2A:NTRK1,2 [Golgi membrane],Ade-Rib [cytosol],ADORA2A [Golgi membrane],NTRK1,2 [Golgi membrane],NTRK1 [Golgi membrane],NTRK2 [Golgi membrane]]"
SHC1 events in ERBB2 signaling,SHC1 binds PTPN12,R-HSA-8934465,"[p-S139,3Y-SHC1-1,p-S29,3Y-SHC1-2 [cytosol],PTPN12 [cytosol]]","[p-S139,3Y-SHC1-1,p-S29,3Y-SHC1-2:PTPN12 [cytosol]]",[]
Signaling by MST1,HPN heterodimer cleaves pro-MST1 to form MST1 dimer,R-HSA-6800198,"[H2O [extracellular region],pro-MST1 [extracellular region]]",[MST1 dimer [extracellular region]],"[HPN heterodimer [plasma membrane],HPN(1-162) [plasma membrane],HPN(163-417) [plasma membrane],SPINT1,2 [extracellular region],SPINT2 [extracellular region],SPINT1 [extracellular region]]"
FRS-mediated FGFR2 signaling,Activated FGFR2 binds FRS3,R-HSA-5654603,"[Activated FGFR2 [plasma membrane],FRS3 [plasma membrane]]",[Activated FGFR2:FRS3 [plasma membrane]],[]
Signaling by SCF-KIT,Processing of SCF isoform 1,R-HSA-1433374,[KITLG-1 [plasma membrane]],"[KITLG-1(192-273) [extracellular region],KITLG-1(26-190) [extracellular region]]","[Endopeptidases for SCF processing [extracellular region],MMP9(107-707) [extracellular region],CMA1 [extracellular region]]"
EGFR downregulation,Phosphorylation of CBL (EGFR:GRB2:CBL),R-HSA-183058,"[ATP [cytosol],EGF-like ligands:p-6Y-EGFR:CBL:GRB2 [plasma membrane]]","[ADP [cytosol],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2 [plasma membrane]]","[EGF-like ligands:p-6Y-EGFR:CBL:GRB2 [plasma membrane],EGF-like ligands:p-6Y EGFR dimer [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane],CBL:GRB2 [cytosol],CBL [cytosol],GRB2-1 [cytosol]]"
NGF-stimulated transcription,TF gene expression,R-HSA-9621042,[TF gene [nucleoplasm]],[sequestered tissue factor [plasma membrane]],"[TF gene:EGR1 [nucleoplasm],TF gene [nucleoplasm],EGR1 [nucleoplasm]]"
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),"IGF1,2 binds IGF1R",R-HSA-2404200,"[IGF1,2 [extracellular region],IGF1R [plasma membrane]]","[IGF1,2:IGF1R [plasma membrane]]",[]
FRS-mediated FGFR3 signaling,Activated FGFR3 phosphorylates PPTN11,R-HSA-5654631,"[ATP [cytosol],Activated FGFR3:p-FRS:PTPN11 [plasma membrane]]","[Activated FGFR3:p-FRS:p-PTPN11 [plasma membrane],ADP [cytosol]]","[Activated FGFR3:p-FRS:PTPN11 [plasma membrane],PTPN11 [cytosol],Activated FGFR3:p-FRS [plasma membrane],Activated FGFR3:p-FRS2 [plasma membrane],Activated FGFR3 [plasma membrane],Activated FGFR3c homodimer  [plasma membrane],FGFR3c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],HS [extracellular region],p-6Y-FGFR3c [plasma membrane],Activated FGFR3b homodimer [plasma membrane],p-6Y-FGFR3b [plasma membrane],FGFR3b-binding FGFs [extracellular region],p-6Y-FRS2 [plasma membrane],Activated FGFR3:p-FRS3 [plasma membrane],p-5Y-FRS3 [plasma membrane]]"
Downstream signal transduction,GAP binds to PDGF-beta receptors only,R-HSA-186798,"[Phospho PDGF beta receptor: PDGF chain B homodimer [plasma membrane],RASA1 [cytosol]]",[Phospho-beta receptor homodimer:GAP [plasma membrane]],[]
SHC-mediated cascade:FGFR1,Activated FGFR1 phosphorylates SHC1,R-HSA-5654582,"[ATP [cytosol],Activated FGFR1:SHC1 [plasma membrane]]","[ADP [cytosol],Activated FGFR1:p-SHC1 [plasma membrane]]","[Activated FGFR1:SHC1 [plasma membrane],SHC1-2,SHC1-3 [cytosol],SHC1-2 [cytosol],SHC1-3 [cytosol],Activated FGFR1 [plasma membrane],Activated FGFR1c bound to FGF23:Klotho [plasma membrane],p-8Y-FGFR1c [plasma membrane],HS [extracellular region],Klotho bound to FGF23 [plasma membrane],FGF23(25-251) [extracellular region],Klotho homodimer [plasma membrane],Klotho [extracellular region],Secreted Klotho homodimer [extracellular region],KL-2 [extracellular region],Membrane-bound Klotho homodimer [plasma membrane],KL-1 [plasma membrane],Activated FGFR1c homodimer  [plasma membrane],FGFR1c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF5-1 [extracellular region],Activated FGFR1b homodimer [plasma membrane],p-8Y-FGFR1b dimer [plasma membrane],p-8Y-FGFR1b [plasma membrane],FGFR1b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF10 [extracellular region]]"
Insulin receptor recycling,Endosome acidification,R-HSA-74723,[H+ [cytosol]],[H+ [endosome lumen]],"[V-ATPase:ATP6AP1 [endosome membrane],ATP6AP1 [endosome membrane],V-ATPase [endosome membrane],ATP6V0 [endosome membrane],ATP6V0B [endosome membrane],ATP6V0C hexamer [endosome membrane],ATP6V0C [endosome membrane],ATP6V0E [endosome membrane],ATP6V0E2 [endosome membrane],ATP6V0E1 [endosome membrane],ATP6V0D [endosome membrane],ATP6V0D2 [endosome membrane],ATP6V0D1 [endosome membrane],ATP6V0A [endosome membrane],ATP6V0A4 [endosome membrane],TCIRG1 [endosome membrane],ATP6V0A1 [endosome membrane],ATP6V0A2 [endosome membrane],ATP6V1 [cytosol],ATP6V1H [cytosol],ATP6V1F [cytosol],ATP6V1D [cytosol],ATP6V1C [cytosol],ATP6V1C2 [cytosol],ATP6V1C1 [cytosol],ATP6V1E [cytosol],ATP6V1E1 [cytosol],ATP6V1E2 [cytosol],ATP6V1G dimer [cytosol],ATP6V1G [cytosol],ATP6V1G3 [cytosol],ATP6V1G2 [cytosol],ATP6V1G1 [cytosol],ATP6V1B trimer [cytosol],ATP6V1B [cytosol],ATP6V1B1 [cytosol],ATP6V1B2 [cytosol],ATP6V1A trimer [cytosol],ATP6V1A [cytosol]]"
SHC1 events in ERBB4 signaling,Recruitment of GRB2:SOS1 to phosphorylated SHC1 in complex with phosphorylated ERBB4 homodimers,R-HSA-1250380,"[p-Y349,350-SHC1:p-ERBB4 [plasma membrane],GRB2-1:SOS1 [cytosol]]","[GRB2:SOS1:p-Y349,350-SHC1:p-ERBB4 [plasma membrane]]",[]
Insulin receptor recycling,Insulin receptor de-phosphorylation,R-HSA-74733,[p-6Y-insulin receptor [endosome membrane]],"[Pi [cytosol],insulin receptor [endosome membrane]]",[protein tyrosine phosphatase [cytosol]]
Gastrin-CREB signalling pathway via PKC and MAPK,RSK1/2/3 phosphorylates CREB at Serine 133,R-HSA-199895,"[ATP [nucleoplasm],CREB1 [nucleoplasm]]","[ADP [nucleoplasm],p-S133-CREB1 [nucleoplasm]]","[Phospho-Ribosomal protein S6 kinase [nucleoplasm],p-4S,T231,T365-RPS6KA3 [nucleoplasm],p-4S,T359,T573-RPS6KA1 [nucleoplasm],p-4S,T356,T570-RPS6KA2 [nucleoplasm]]"
SHC-mediated cascade:FGFR2,Activated FGFR2:p-SHC1:GRB2:SOS1 activates RAS nucleotide exchange,R-HSA-5654402,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[Activated FGFR2:pY-SHC1:GRB2:SOS1 [plasma membrane],Activated FGFR2:pY-SHC1 [plasma membrane],Activated FGFR2 [plasma membrane],Activated FGFR2c homodimer bound to FGF [plasma membrane],Activated FGFR2c long homodimer  [plasma membrane],HS [extracellular region],p-8Y-FGFR2c long [plasma membrane],FGFR2c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],Activated FGFR2c short homodimer bound to FGF [plasma membrane],p-8Y-FGFR2-5 [plasma membrane],Activated FGFR2b homodimer bound to FGF [plasma membrane],Activated FGFR2b short homodimer bound to FGF [plasma membrane],Phosphorylated Fibroblast growth factor receptor 2b short [plasma membrane],FGFR2b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF7 [extracellular region],FGF10 [extracellular region],Activated FGFR2b long homodimer  [plasma membrane],p-8Y-FGFR2-3 [plasma membrane],p-SHC1 p46,p52 [plasma membrane],p-Y239,Y240,Y317-SHC1-2 [plasma membrane],p-Y194,Y195,Y272-SHC1-3 [plasma membrane],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol]]"
Downregulation of ERBB4 signaling,ERBB4 binds WWP1/ITCH ubiquitin ligases,R-HSA-1253300,"[WWP1/ITCH [cytosol],ERBB4/ERBB4m80/ERBB4s80 [plasma membrane]]",[ERBB4/m80/s80:WWP1/ITCH [plasma membrane]],[]
GRB2 events in EGFR signaling,GRB2-1 binds SOS1,R-HSA-109813,"[SOS1 [cytosol],GRB2-1 [cytosol]]",[GRB2-1:SOS1 [cytosol]],[]
PLC-gamma1 signalling,Active PLCG1 dissociates from TrkA receptor,R-HSA-167684,[Active TrkA receptor:Phospho-PLCG1 complex [plasma membrane]],"[Activated TrkA receptor complex [plasma membrane],p-4Y-PLCG1 [plasma membrane]]",[]
Activated NTRK2 signals through PI3K,NTRK2-activated PI3K generates PIP3,R-HSA-9028519,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[BDNF,NTF4:p-5Y-NTRK2:GRB2:GAB1:PIK3CA:PIK3R1 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 homodimer [plasma membrane],p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 [plasma membrane],BDNF homodimer [extracellular region],BDNF [extracellular region],NTF4:p-5Y-NTRK2 homodimer [plasma membrane],NTF4:p-5Y-NTRK2 [plasma membrane],NTF4 homodimer [extracellular region],NTF4 [extracellular region],PIK3CA:PIK3R1 [cytosol],PIK3CA [cytosol],PIK3R1 [cytosol],GRB2:GAB1 [cytosol],GAB1 [cytosol],GRB2-1 [cytosol]]"
FRS-mediated FGFR3 signaling,Activated FGFR3 phosphorylates FRS3,R-HSA-5654628,"[Activated FGFR3:FRS3 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],Activated FGFR3:p-FRS3 [plasma membrane]]","[Activated FGFR3:FRS3 [plasma membrane],Activated FGFR3 [plasma membrane],Activated FGFR3c homodimer  [plasma membrane],FGFR3c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],HS [extracellular region],p-6Y-FGFR3c [plasma membrane],Activated FGFR3b homodimer [plasma membrane],p-6Y-FGFR3b [plasma membrane],FGFR3b-binding FGFs [extracellular region],FRS3 [plasma membrane]]"
Signaling by SCF-KIT,Dimerization of KIT upon SCF binding,R-HSA-205231,"[KIT:sSCF dimer [plasma membrane],KIT [plasma membrane]]",[KIT:sSCF dimer:KIT [plasma membrane]],[]
Signaling by Leptin,Phosphorylated STAT3 Forms Dimers,R-HSA-2730595,[p-Y705-STAT3 [cytosol]],[p-Y705-STAT3 dimer [cytosol]],[]
Constitutive Signaling by Overexpressed ERBB2,ERBB2 binds TKIs,R-HSA-9652264,"[lapatinib, neratinib, afatinib, AZ5104, tesevatinib, canertinib, sapitinib, CP-724714, AEE78 [cytosol],ERBB2:ERBIN:HSP90:CDC37 [plasma membrane]]",[ERBB2:TKIs:ERBIN:HSP90:CDC37 [plasma membrane]],[]
VEGFA-VEGFR2 Pathway,PTK2/SRC-1 phosphorylates BCAR1,R-HSA-5218828,"[VEGFA:p-6Y-VEGFR2:p-SHB:p-6Y,S732-PTK2:SRC-1:HSP90AA1:BCAR1 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-7Y-PTK2:SRC-1:HSP90:p-12Y-BCAR1 [plasma membrane]]","[VEGFA:p-6Y-VEGFR2:p-SHB:p-6Y,S732-PTK2:SRC-1:HSP90AA1:BCAR1 [plasma membrane],BCAR1 [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-6Y,S732-PTK2:SRC-1:HSP90AA1 [plasma membrane],HSP90AA1 [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-6Y,S732-PTK2 [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer:p-S-SHB [plasma membrane],pS-SHB [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region],p-6Y,S732-PTK2 [cytosol],SRC-1 [cytosol]]"
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
PTK6 Activates STAT3,Phosphorylated STAT3 Dimer Translocates to the Nucleus,R-HSA-2730599,[p-Y705-STAT3 dimer [cytosol]],[p-Y705-STAT3 dimer [nucleoplasm]],[]
EGFR downregulation,EGFR phosphorylates EPS15,R-HSA-8867041,"[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin:EPN1:EPS15L1:EPS15:HGS:STAM [plasma membrane],ATP [cytosol]]","[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin:EPN1:EPS15L1:p-EPS15:HGS:STAM [plasma membrane],ADP [cytosol]]","[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin:EPN1:EPS15L1:EPS15:HGS:STAM [plasma membrane],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-Y371-CBL [plasma membrane],p-6Y-EGFR [plasma membrane],GRB2-1 [cytosol],CIN85:endophilin [cytosol],SH3KBP1 tetramer [cytosol],SH3KBP1 [cytosol],SH3GLs [cytosol],SH3GL1 dimer [cytosol],SH3GL1 [cytosol],SH3GL3 dimer [cytosol],SH3GL3 [cytosol],SH3GL2 dimer [cytosol],SH3GL2 [cytosol],EPS15:HGS:STAM [cytosol],STAM [cytosol],STAM2 [cytosol],HGS [cytosol],EPS15 [cytosol],PI(4,5)P2 [plasma membrane],EPN1 [plasma membrane],EPS15L1 [plasma membrane]]"
Nuclear signaling by ERBB4,ERBB4s80:TAB2:NCOR1 complex binds GFAP gene promoter,R-HSA-8954185,"[GFAP gene [nucleoplasm],ERBB4s80:TAB2:NCOR1 [nucleoplasm]]",[ERBB4s80:TAB2:NCOR1:GFAP gene [nucleoplasm]],[]
EGFR downregulation,Ubiquitination of stimulated EGFR (CBL),R-HSA-182993,"[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL [plasma membrane],Ub [cytosol]]",[EGF-like ligands:Ub-p-6Y-EGFR:p-Y371-CBL [plasma membrane]],"[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane],p-Y371-CBL [cytosol]]"
