ReactionID,ReactionName,DiseaseID,DiseaseName
R-HSA-1912355,Glycosylation of Pre-NOTCH by FRINGE,0050568,spondylocostal dysostosis
R-HSA-913675,GALNTs transfer GalNAc from UDP-GalNAc to mucins to form Tn antigens,0050459,hyperphosphatemia
R-HSA-9638090,B4GAT1:LARGE transfers Xyl from UDP-Xyl to GlcA-Xyl-GlcA,0050557,congenital muscular dystrophy
R-HSA-913675,GALNTs transfer GalNAc from UDP-GalNAc to mucins to form Tn antigens,9256,colorectal cancer
R-HSA-1964505,C1GALT1 transfers Galactose to the Tn antigen forming Core 1 glycoproteins (T antigens),305,carcinoma
R-HSA-5173005,B3GALTL transfers glucose to O-fucosyl-proteins,5614,eye disease
R-HSA-5173005,B3GALTL transfers glucose to O-fucosyl-proteins,0050567,orofacial cleft
R-HSA-446208,Addition of a second mannose to the N-glycan precursor by ALG2,0050570,congenital disorder of glycosylation type I
R-HSA-446208,Addition of a second mannose to the N-glycan precursor by ALG2,3635,congenital myasthenic syndrome
R-HSA-446198,ALG12 transfers Man to N-glycan precursor (GlcNAc)2 (Man)7 (PP-Dol)1,0050570,congenital disorder of glycosylation type I
R-HSA-446218,Addition of the first mannose to the N-glycan precursor by ALG1,0050570,congenital disorder of glycosylation type I
R-HSA-975919,Addition of galactose by beta 4-galactosyltransferases,0050571,congenital disorder of glycosylation type II
R-HSA-446202,Addition of the first glucose to the N-glycan precursor by ALG6,0050570,congenital disorder of glycosylation type I
R-HSA-446191,Addition of N-acetyl-D-glucosamine to Dolichyl phosphate,0050570,congenital disorder of glycosylation type I
R-HSA-975829,"Addition of a GlcNAc on the alpha 1,4 branch by MGAT2",0050571,congenital disorder of glycosylation type II
R-HSA-532678,Trimming of the first glucose by by mannosyl-oligosaccharide glucosidase,0050571,congenital disorder of glycosylation type II
R-HSA-446189,Addition of a second glucose to the N-glycan precursor by ALG8,0050570,congenital disorder of glycosylation type I
R-HSA-446216,ALG9 transfers Man to N-glycan precursor (GlcNAc)2 (Man)8 (PP-Dol)1,0050570,congenital disorder of glycosylation type I
R-HSA-446215,ALG9 transfers Man to N-glycan precursor (GlcNAc)2 (Man)6 (PP-Dol)1,0050570,congenital disorder of glycosylation type I
R-HSA-446212,Flipping of the N-glycan precursor to inside the ER,0050570,congenital disorder of glycosylation type I
R-HSA-446188,ALG3 transfers Man to N-glycan precursor (GlcNAc)2 (Man)5 (PP-Dol)1,0050570,congenital disorder of glycosylation type I
R-HSA-901036,"MAN1B1 hydrolyses a second 1,2-linked mannose (a branch)",0050776,non-specific X-linked mental retardation
R-HSA-901074,"MAN1B1,EDEM2 hydrolyse 1,2-linked mannose (b branch)",0050776,non-specific X-linked mental retardation
R-HSA-901024,"MAN1B1 hydrolyses 1,2-linked mannose (a branch)",0050776,non-specific X-linked mental retardation
R-HSA-901039,"MAN1B1 hydrolyses 1,2-linked mannose (c branch)",0050776,non-specific X-linked mental retardation
R-HSA-446187,ALG11 transfers the fourth and fifth Man to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-446207,ALG13:ALG14 transfers GlcNAc from UDP-GlcNAc to GlcNAcDOLP,3635,congenital myasthenic syndrome
R-HSA-71118,PAH:Fe2+ tetramer hydroxylates L-Phe to L-Tyr,9281,phenylketonuria
R-HSA-71825,G6PC hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (liver),2749,glycogen storage disease I
R-HSA-3322001,GYS1 catalyzes the polyglucosylation of oligoGlc-GYG1,2747,glycogen storage disease
R-HSA-3322016,GBE1 catalyzes branch formation in polyGlc-GYG2 complexed with GYS2-a,2750,glycogen storage disease IV
R-HSA-9036727,GAA hydrolyzes lysosomal glycogen,2752,glycogen storage disease II
R-HSA-3262512,G6PC3 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (ubiquitous),0050590,severe congenital neutropenia
R-HSA-198513,Cytosolic glucose 6-phosphate is exchanged for orthophosphate from the endoplasmic reticulum lumen by SLC37A4,2749,glycogen storage disease I
R-HSA-3781009,NHLRC1 mediated ubiquitination of EPM2A and PPP1RC3 associated with glycogen-GYG1,2747,glycogen storage disease
R-HSA-3781018,EPM2A dimer dephosphorylates phosphoglycogen-GYG1,2747,glycogen storage disease
R-HSA-3322009,GYS2 catalyzes the polyglucosylation of oligoGlc-GYG2,2747,glycogen storage disease
R-HSA-3322025,Autoglucosylation of GYG1 complexed with GYS1-a,0050579,glycogen storage disease XV
R-HSA-5661240,DCXR tetramer reduces L-xylulose to xylitol,2978,carbohydrate metabolic disorder
R-HSA-1638032,N-acetylglucosamine 6-sulfatase (GNS) hydrolyses 6-sulfate groups of the N-acetyl-D-glucosamine 6-sulfate units of keratan sulfate,12801,mucopolysaccharidosis III
R-HSA-2090043,SGSH hydrolyses Heparan sulfate chain(7),12801,mucopolysaccharidosis III
R-HSA-1678708,SGSH hydrolyses Heparan sulfate chain(2),12801,mucopolysaccharidosis III
R-HSA-1678660,HGSNAT oligomer acetylates Heparan sulfate chain(3),12801,mucopolysaccharidosis III
R-HSA-2090085,HGSNAT oligomer acetylates Heparan chain(1),12801,mucopolysaccharidosis III
R-HSA-1630304,GALNS oligomer hydrolyses sulfate from Gal6S in keratan sulfate,12804,mucopolysaccharidosis IV
R-HSA-2090079,GLB1 hydrolyses linker chain(2),12798,mucopolysaccharidosis
R-HSA-1630306,GLB1 hydrolyses a glycosaminoglycan,12798,mucopolysaccharidosis
R-HSA-2162227,GUSB tetramer hydrolyses (HA)2,12803,mucopolysaccharidosis VII
R-HSA-2162226,"GUSB tetramer hydrolyses GlcA-β1,3-GlcNAc",12803,mucopolysaccharidosis VII
R-HSA-1678854,GUSB tetramer hydrolyses CS/HS precursor,12803,mucopolysaccharidosis VII
R-HSA-1793182,IDS hydrolyses dermatan sulfate (Chebi:63517 chain),12799,mucopolysaccharidosis II
R-HSA-1678650,IDS hydrolyses Heparan sulfate chain(5),12799,mucopolysaccharidosis II
R-HSA-2160874,HYAL1 hydrolyses (HA)50,12798,mucopolysaccharidosis
R-HSA-1793209,HYAL1 hydrolyses Chondroitin chains,12798,mucopolysaccharidosis
R-HSA-1678742,NAGLU hydrolyses Heparan sulfate chain(4),12801,mucopolysaccharidosis III
R-HSA-2090038,NAGLU hydrolyses heparan chain(2),12801,mucopolysaccharidosis III
R-HSA-1606789,ARSB hydrolyses DS,12800,mucopolysaccharidosis VI
R-HSA-1793207,ARSB hydrolyses C4S/C6S chains,12800,mucopolysaccharidosis VI
R-HSA-1793186,IDUA) hydrolyses the unsulfated alpha-L-iduronosidic link in DS,12802,mucopolysaccharidosis I
R-HSA-2090037,IDUA hydrolyses Heparan sulfate chain(6),12802,mucopolysaccharidosis I
R-HSA-1678716,IDUA hydrolyses Heparan sulfate chain(1),12802,mucopolysaccharidosis I
R-HSA-70333,KHK dimer phosphorylates Fru to Fru 1-P,2978,carbohydrate metabolic disorder
R-HSA-189069,sucrose + H2O => glucose + fructose,9868,intestinal disaccharidase deficiency
R-HSA-5659861,isomaltose + H2O => 2 D-glucose (sucrase-isomaltase),9868,intestinal disaccharidase deficiency
R-HSA-191108,maltose + H2O => 2 D-glucose (sucrase-isomaltase),9868,intestinal disaccharidase deficiency
R-HSA-189062,lactose + H2O => D-glucose + D-galactose,10604,lactose intolerance
R-HSA-191101,maltotriose + H2O => maltose + D-glucose (sucrase-isomaltase),9868,intestinal disaccharidase deficiency
R-HSA-70342,ALDOB tetramer cleaves Fru-1-P to GA and DHAP,9869,hereditary fructose intolerance syndrome
R-HSA-163764,D-fructose 6-phosphate + D-erythrose 4-phosphate  <=>  sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate,2978,carbohydrate metabolic disorder
R-HSA-71306,D-ribulose 5-phosphate <=> ribose 5-phosphate,2978,carbohydrate metabolic disorder
R-HSA-71334,sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate <=> D-erythrose 4-phosphate + D-fructose 6-phosphate,2978,carbohydrate metabolic disorder
R-HSA-177784,ribose 5-phosphate <=> D-ribulose 5-phosphate,2978,carbohydrate metabolic disorder
R-HSA-5684868,pro-SFTPC translocates from ER membrane to multivesicle body,12716,newborn respiratory distress syndrome
R-HSA-5684868,pro-SFTPC translocates from ER membrane to multivesicle body,3082,interstitial lung disease
R-HSA-5686335,CSF2RA:CSF2RB binds SFTPs,12120,pulmonary alveolar proteinosis
R-HSA-427656,"SLC34A1,2 cotransports HPO4(2-), 3Na+ from extracellular region to cytosol",12117,pulmonary alveolar microlithiasis
R-HSA-9624789,pro-SFTPB translocates from ER membrane to multivesicle body,12716,newborn respiratory distress syndrome
R-HSA-9624789,pro-SFTPB translocates from ER membrane to multivesicle body,3082,interstitial lung disease
R-HSA-5683714,"ABCA3 transports PC, PG from ER membrane to lamellar body",12716,newborn respiratory distress syndrome
R-HSA-5683714,"ABCA3 transports PC, PG from ER membrane to lamellar body",3082,interstitial lung disease
R-HSA-5685649,SFTPAs translocate from ER membrane to extracellular region,12716,newborn respiratory distress syndrome
R-HSA-5685649,SFTPAs translocate from ER membrane to extracellular region,0050156,idiopathic pulmonary fibrosis
R-HSA-5686335,CSF2RA:CSF2RB binds SFTPs,12716,newborn respiratory distress syndrome
R-HSA-2404135,RBP4 binds atROL,14252,dystrophies primarily involving the retinal pigment epithelium
R-HSA-2453855,LRAT esterifies RBP1:atROL and FACYLs to atREs,14791,Leber congenital amaurosis
R-HSA-2465924,OPN1LW binds 11cRAL,0050679,blue cone monochromacy
R-HSA-2464822,RDH12 reduces atRAL to atROL,10584,retinitis pigmentosa
R-HSA-2454081,RDH5 oxidises 11cROL to 11cRAL,11105,fundus albipunctatus
R-HSA-2466749,ABCA4 transports NRPE from photoreceptor outer segment membrane to cytosol,4448,macular degeneration
R-HSA-9656891,OPN1SW binds 11cRAL,11661,blue color blindness
R-HSA-9656893,OPN1MW binds 11cRAL,13909,red-green color blindness
R-HSA-9656893,OPN1MW binds 11cRAL,0050679,blue cone monochromacy
R-HSA-2464822,RDH12 reduces atRAL to atROL,14791,Leber congenital amaurosis
R-HSA-2465924,OPN1LW binds 11cRAL,13910,red color blindness
R-HSA-9656893,OPN1MW binds 11cRAL,0050572,cone-rod dystrophy
R-HSA-2453863,STRA6 transports atROL from extracellular region to cytosol,10629,microphthalmia
R-HSA-9686980,RB1 recruits APC/C:Cdh1 complex to SKP2,162,cancer
R-HSA-9659820,RB1 translocates to the nucleus,162,cancer
R-HSA-9018017,RB1 binds and inhibits E2F1/2/3:DP1/2 complexes,162,cancer
R-HSA-9645694,p14ARF binds C1QBP,162,cancer
R-HSA-5444516,Formation of MSH2:MSH6 Complex,9256,colorectal cancer
R-HSA-5444511,Formation of MSH2:MSH3 Complex,9256,colorectal cancer
R-HSA-5444511,Formation of MSH2:MSH3 Complex,1380,endometrial cancer
R-HSA-5444523,Formation of MSH1:PMS2 Complex,9256,colorectal cancer
R-HSA-9629470,NEIL3 cleaves 5-guanidinohydantoin,417,autoimmune hypersensitivity disease
R-HSA-110243,Excision of 8-oxoguanine by OGG1 glycosylase,10652,Alzheimer's disease
R-HSA-110243,Excision of 8-oxoguanine by OGG1 glycosylase,162,cancer
R-HSA-110244,Excision of FapyG by OGG1 glycosylase,162,cancer
R-HSA-9656947,OGG1beta translocates to mitochondria,162,cancer
R-HSA-110235,OGG1 glycosylase mediated recognition and binding of an 8-oxoguanine opposite to a cytosine,10652,Alzheimer's disease
R-HSA-110235,OGG1 glycosylase mediated recognition and binding of an 8-oxoguanine opposite to a cytosine,162,cancer
R-HSA-110246,Cleavage of adenine mispaired with 8-oxoguanine by MUTYH,0050424,familial adenomatous polyposis
R-HSA-110246,Cleavage of adenine mispaired with 8-oxoguanine by MUTYH,9256,colorectal cancer
R-HSA-110246,Cleavage of adenine mispaired with 8-oxoguanine by MUTYH,162,cancer
R-HSA-110237,MUTYH mediated recognition and binding of an adenine opposite to an 8-oxoguanine,0050424,familial adenomatous polyposis
R-HSA-110237,MUTYH mediated recognition and binding of an adenine opposite to an 8-oxoguanine,9256,colorectal cancer
R-HSA-110237,MUTYH mediated recognition and binding of an adenine opposite to an 8-oxoguanine,162,cancer
R-HSA-5649658,NEIL1 cleaves DHU from damaged DNA,162,cancer
R-HSA-5649664,NEIL1 cleaves FapyG from damaged DNA,162,cancer
R-HSA-5649673,NEIL1 cleaves FapyA from damaged DNA,162,cancer
R-HSA-9629149,NEIL1 cleaves thymine glycol from damaged DNA,162,cancer
R-HSA-9629918,NEIL1 translocates to the nucleus,162,cancer
R-HSA-110211,NTHL1 glycosylase mediated recognition and binding of thymine glycol,162,cancer
R-HSA-110208,NTHL1 glycosylase mediated recognition and binding of cytosine glycol,162,cancer
R-HSA-110213,NTHL1 glycosylase mediated recognition and binding of formamidopyrimidine (FapyA),162,cancer
R-HSA-110212,NTHL1 glycosylase mediated recognition and binding of dihydrouracil,162,cancer
R-HSA-110227,Cleavage of dihydrouracil by NTHL1 glycosylase,162,cancer
R-HSA-110224,Cleavage of thymine glycol by NTHL1 glycosylase  ,162,cancer
R-HSA-8986939,MECP2 binds the NCoR/SMRT complex,1206,Rett syndrome
R-HSA-9022456,MECP2 binds 5mC-DNA,1206,Rett syndrome
R-HSA-9006050,MECP2:SIN3A complex binds the promoter of the BDNF gene,1206,Rett syndrome
R-HSA-8986937,MECP2 is phosphorylated at T308,1206,Rett syndrome
R-HSA-9022453,MECP2 binds 5hmC-DNA,1206,Rett syndrome
R-HSA-5682285,ABCA12 transports lipids from cytosol to extracellular region,1699,congenital ichthyosiform erythroderma
R-HSA-5678261,KCNJ11:ABCC9 transports K+ from extracellular region to cytosol,420,hypertrichosis
R-HSA-5678261,KCNJ11:ABCC9 transports K+ from extracellular region to cytosol,0050650,familial atrial fibrillation
R-HSA-5678261,KCNJ11:ABCC9 transports K+ from extracellular region to cytosol,2256,osteochondrodysplasia
R-HSA-5678261,KCNJ11:ABCC9 transports K+ from extracellular region to cytosol,12930,dilated cardiomyopathy
R-HSA-265783,ABCG5:ABCG8 transports sterols from cytosol to extracellular region,3146,lipid metabolism disorder
R-HSA-265783,ABCG5:ABCG8 transports sterols from cytosol to extracellular region,1936,atherosclerosis
R-HSA-265783,ABCG5:ABCG8 transports sterols from cytosol to extracellular region,10211,cholelithiasis
R-HSA-5678706,ABCB4 transports PC from plasma membrane to extracellular region,10211,cholelithiasis
R-HSA-5678706,ABCB4 transports PC from plasma membrane to extracellular region,1852,intrahepatic cholestasis
R-HSA-193362,ABCB11 transports bile salts from cytosol to extracellular region,1852,intrahepatic cholestasis
R-HSA-5679041,"ABCC2 transports BMG,BDG from cytosol to extracellular region",12308,Dubin-Johnson syndrome
R-HSA-1454916,The ABCC family mediates organic anion transport,2738,pseudoxanthoma elasticum
R-HSA-216723,4xPALM-C-p-2S-ABCA1 tetramer transports CHOL from transport vesicle membrane to plasma membrane,1388,Tangier disease
R-HSA-5678863,CFTR transports Cl- from cytosol to extracellular region,1485,cystic fibrosis
R-HSA-8866542,VCP-catalyzed ATP hydrolysis promotes the translocation of misfolded CFTR into the cytosol,1485,cystic fibrosis
R-HSA-8866553,misfolded CFTR is degraded by the 26S proteasome,1485,cystic fibrosis
R-HSA-8866551,CFTR binds components of the ERAD machinery for ubiquitination and degradation,1485,cystic fibrosis
R-HSA-8866546,RNF5 and RNF185 ubiquitinate misfolded CFTR,1485,cystic fibrosis
R-HSA-382575,ABCD1-3 dimers transfer LCFAs from cytosol to peroxisomal matrix,10588,adrenoleukodystrophy
R-HSA-1369065,ABCB6 transports porphyrin from cytosol to mitchondrial matrix,10629,microphthalmia
R-HSA-265682,"KCNJ11 tetramer:ABCC8 tetramer binds 4xATP, closing the channel",13317,hyperinsulinemic hypoglycemia
R-HSA-351963,SLC6A18 transports Gly from extracellular region to cytosol,9252,amino acid metabolic disorder
R-HSA-428052,"SLC17A6,7,8 exchange cytosolic L-Glu for synaptic vesicle H+",0050564,autosomal dominant nonsyndromic deafness
R-HSA-2514891,"SLC24A1 exchanges 4Na+ for Ca2+, K+",0050534,congenital stationary night blindness
R-HSA-189242,"SLC2A2 tetramer transports Fru, Gal, Glc from cytosol to extracellular region",447,renal tubular transport disease
R-HSA-388468,"AVP(20-28) binds AVPR1A,B",12388,neurohypophyseal diabetes insipidus
R-HSA-429591,SLC5A5 cotransports Na+ with I- from extracellular region to cytosol,0050328,congenital hypothyroidism
R-HSA-427645,"SLC34A3 cotransports Pi, 2Na+",0050445,X-linked hypophosphatemia
R-HSA-352052,"SLC6A20 cotransports L-Pro, Na+ from the extracellular region to cytosol",9252,amino acid metabolic disorder
R-HSA-442422,SLC39A1-4 transports Zn2+ from extracellular region to cytosol,0050605,acrodermatitis enteropathica
R-HSA-444120,"SLC6A5,9 cotransport Gly, Cl-, Na+ from extracellular region to cytosol",936,brain disease
R-HSA-375487,"SLC6A14 cotransports SLC6A14 ligands, Cl-, 2Na+ from extracellular region to cytosol",9970,obesity
R-HSA-879528,SLCO2A1 transports PGT substrates from extracellular region to cytosol,14283,primary hypertrophic osteoarthropathy
R-HSA-425983,"SLC9A6,7 exchange Na+ for H+ across the early endosome membrane",0050888,syndromic intellectual disability
R-HSA-1237038,SLC4A1 exchanges cytosolic HCO3- for extracellular Cl-,12971,hereditary spherocytosis
R-HSA-1237038,SLC4A1 exchanges cytosolic HCO3- for extracellular Cl-,583,hemolytic anemia
R-HSA-1237038,SLC4A1 exchanges cytosolic HCO3- for extracellular Cl-,14219,renal tubular acidosis
R-HSA-435349,"SLC11A2 cotransports Fe2+, H+ from extracellular region to cytosol",0050642,hypochromic microcytic anemia
R-HSA-904830,SLC40A1:CP:6Cu2+ transports Fe2+ from cytosol to extracellular region,2352,hemochromatosis
R-HSA-8878664,SLC4A4 cotransports Na+ with 3HCO3-,14219,renal tubular acidosis
R-HSA-425678,"SLC24A1-4 exchange extracellular 4Na+ for cytosolic Ca2+, K+",2187,amelogenesis imperfecta
R-HSA-425965,SLC9A9 exchanges Na+ for H+ across the late endosome membrane,12849,autistic disorder
R-HSA-549297,"SLC22A4, 5,15,16 cotransport CAR, Na+ from extracellular region to cytosol",14365,systemic primary carnitine deficiency disease
R-HSA-444416,RHAG transports NH4+ from cytosol to extracellular region (red blood cells),0050641,Rh deficiency syndrome
R-HSA-429613,"SLC5As, NAGLT1 cotransport Glc and Na+ from extracellular region to cytosol",447,renal tubular transport disease
R-HSA-5339524,GLUT1 (SLC2A1) tetramer transports Glc from extracellular region to cytosol,2481,infantile epileptic encephalopathy
R-HSA-427656,"SLC34A1,2 cotransports HPO4(2-), 3Na+ from extracellular region to cytosol",0050336,hypophosphatemia
R-HSA-427656,"SLC34A1,2 cotransports HPO4(2-), 3Na+ from extracellular region to cytosol",585,nephrolithiasis
R-HSA-427656,"SLC34A1,2 cotransports HPO4(2-), 3Na+ from extracellular region to cytosol",447,renal tubular transport disease
R-HSA-392263,AVP(20-28) binds AVPR2,12388,neurohypophyseal diabetes insipidus
R-HSA-375405,"SLC36A2 cotransports Gly, L-Pro with H+ from extracellular region to cytosol",9252,amino acid metabolic disorder
R-HSA-5627802,SLC26A4 transports I- from cytosol to extracellular region,12176,goiter
R-HSA-5627802,SLC26A4 transports I- from cytosol to extracellular region,10003,sensorineural hearing loss
R-HSA-429036,"SLC2A9 transports Fru, Glc, urate",447,renal tubular transport disease
R-HSA-375473,"SLC6A19 cotransports neutral amino acids, Na+ from extracellular region to cytosol",1060,Hartnup disease
R-HSA-429594,"SLC5A7 cotransports Cho, Cl-, Na+ from extracellular region to cytosol",2477,motor peripheral neuropathy
R-HSA-597628,SLC22A18 exchanges extracellular organic cations for cytosolic H+,1324,lung cancer
R-HSA-597628,SLC22A18 exchanges extracellular organic cations for cytosolic H+,3247,rhabdomyosarcoma
R-HSA-428015,"SLC1A1,2,3,6,7 cotransport L-Glu,L-Asp,D-Asp,H+,3Na+ from extracellular region to cytosol",5419,schizophrenia
R-HSA-428015,"SLC1A1,2,3,6,7 cotransport L-Glu,L-Asp,D-Asp,H+,3Na+ from extracellular region to cytosol",9252,amino acid metabolic disorder
R-HSA-9645220,"SLC16A1:BSG cotransports monocarboxylates, H+ from extracellular region to cytosol",655,inherited metabolic disorder
R-HSA-561253,SLC22A12 exchanges extracellular urate for cytosolic LACT,0060158,acquired metabolic disease
R-HSA-429094,"SLC2A6,8,10,12 transport Glc from extracellular region to cytosol",0050645,arterial tortuosity syndrome
R-HSA-9661799,SLCO1B3 transports BIL from extracellular region (blood) to cytosol (hepatocyte),2741,bilirubin metabolic disorder
R-HSA-70420,"HK1,2,3,GCK phosphorylate Glc to form G6P",2861,congenital nonspherocytic hemolytic anemia
R-HSA-428015,"SLC1A1,2,3,6,7 cotransport L-Glu,L-Asp,D-Asp,H+,3Na+ from extracellular region to cytosol",963,episodic ataxia
R-HSA-727749,SLC29A3 transports nucleosides from lysosomal lumen to cytosol,3405,histiocytosis
R-HSA-442368,SLC40A1:HEPH:6Cu2+ transports Fe2+ from cytosol to extracellular region,2352,hemochromatosis
R-HSA-917891,SLC40A1:CP:6Cu2+ oxidises Fe2+ to Fe3+,0050711,aceruloplasminemia
R-HSA-727759,SLC33A1 transports Ac-CoA from cytosol to Golgi lumen,1289,neurodegenerative disease
R-HSA-727759,SLC33A1 transports Ac-CoA from cytosol to Golgi lumen,83,cataract
R-HSA-727759,SLC33A1 transports Ac-CoA from cytosol to Golgi lumen,10003,sensorineural hearing loss
