PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Propionyl-CoA catabolism,propionyl-CoA + CO2 + ATP <=> D-methylmalonyl-CoA + ADP + orthophosphate,R-HSA-71031,"[PROP-CoA [mitochondrial matrix],ATP [mitochondrial matrix],CO2 [mitochondrial matrix]]","[Pi [mitochondrial matrix],ADP [mitochondrial matrix],MEMA-CoA [mitochondrial matrix]]","[6x(Btn-PCCA:PCCB) [mitochondrial matrix],Btn-PCCA:PCCB [mitochondrial matrix],Btn-PCCA [mitochondrial matrix],PCCB [mitochondrial matrix]]"
Synthesis of PC,Cho is phosphorylated to PCho by CHK dimer,R-HSA-1483004,"[Cho [cytosol],ATP [cytosol]]","[ADP [cytosol],PCho [cytosol]]","[CHK dimer [cytosol],CHKA:CHKA [cytosol],CHKA [cytosol],CHKB:CHKB [cytosol],CHKB [cytosol],CHKA:CHKB [cytosol]]"
Biosynthesis of DPAn-3-derived protectins and resolvins,"ALOX5 dehydrogenates 17(S)-Hp-DPAn-3 to 16(S),17(S)-epoxy-DPAn-3",R-HSA-9025999,"[NADP+ [cytosol],17(S)-Hp-DPAn-3 [cytosol]]","[16(S),17(S)-epoxy-DPAn-3 [cytosol],NADPH [cytosol]]",[ALOX5 [cytosol]]
Lysine catabolism,PIPOX oxidises PPCA to P6C,R-HSA-6783880,"[O2 [peroxisomal matrix],PPCA [peroxisomal matrix]]","[H2O2 [peroxisomal matrix],P6C [peroxisomal matrix]]",[PIPOX [peroxisomal matrix]]
Ubiquinol biosynthesis,DHDB is methylated to MHDB by COQ3,R-HSA-2162193,"[AdoMet [mitochondrial matrix],DHDB [mitochondrial matrix]]","[AdoHcy [mitochondrial matrix],H+ [mitochondrial matrix],MHDB [mitochondrial matrix]]",[COQ3(?-369) [mitochondrial matrix]]
Synthesis of PI,PA is converted to CDP-DAG by CDS1,R-HSA-1483121,"[CTP [cytosol],PA [endoplasmic reticulum membrane]]","[PPi [cytosol],CDP-DAG [endoplasmic reticulum membrane]]","[CDS1:Mg2+ [endoplasmic reticulum membrane],Mg2+ [endoplasmic reticulum membrane],CDS1 [endoplasmic reticulum membrane]]"
Activation of gene expression by SREBF (SREBP),"SREBP1A,2 binds the GGPS1 promoter",R-HSA-2426161,"[GGPS1 gene [nucleoplasm],SP1 [nucleoplasm],NF-Y [nucleoplasm],SREBP1A,2 dimer [nucleoplasm]]","[SREBP1A,2:NF-Y:SP1:GGPS1 gene [nucleoplasm]]",[]
eNOS activation,eNOS:Caveolin-1 complex binds to CaM,R-HSA-202110,"[CALM1:4xCa2+ [cytosol],eNOS:Caveolin-1 [plasma membrane]]",[eNOS:Caveolin-1:CaM [plasma membrane]],[]
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),"Lipoxygenase dehydrogenates 7(S),17(S)-diHp-DHA to 7S(8)-epoxy-17(S)-HDHA",R-HSA-9026917,"[7(S),17(S)-diHp-DHA [cytosol],NADP+ [cytosol]]","[7S(8)-epoxy-17(S)-HDHA [cytosol],NADPH [cytosol]]",[Lipoxygenase [cytosol]]
Biosynthesis of D-series resolvins,ALOX5 dehydrogenates 4(S)-Hp-17(S)-HDHA to 4S(5)-epoxy-17(S)-HDHA,R-HSA-9020277,"[NADP+ [cytosol],4(S)-Hp-17(S)-HDHA [cytosol]]","[NADPH [cytosol],4S(5)-epoxy-17(S)-HDHA [cytosol]]",[ALOX5 [cytosol]]
Purine catabolism,Xanthine + H2O + O2 => Urate + H2O2,R-HSA-74258,"[H2O [cytosol],O2 [cytosol],XAN [cytosol]]","[urate [cytosol],H2O2 [cytosol]]","[XDH dimer [cytosol],MPT [cytosol],FAD [cytosol],Iron Sulphur Cluster [cytosol],XDH [cytosol]]"
IP6 and IP7 transport between cytosol and nucleus,IP6 transports from the cytosol to the nucleus,R-HSA-1855188,[IP6 [cytosol]],[IP6 [nucleoplasm]],[]
Beta oxidation of butanoyl-CoA to acetyl-CoA,Crotonoyl-CoA+H2O<=>(S)-3-Hydroxybutanoyl-CoA,R-HSA-77314,"[Crotonoyl-CoA [mitochondrial matrix],H2O [mitochondrial matrix]]",[3HB-CoA [mitochondrial matrix]],"[ECHS1 hexamer [mitochondrial matrix],ECHS1 [mitochondrial matrix]]"
Pentose phosphate pathway,6-phospho-D-gluconate + NADP+ => D-ribulose 5-phosphate + CO2 + NADPH + H+,R-HSA-71299,"[PDG [cytosol],NADP+ [cytosol]]","[H+ [cytosol],CO2 [cytosol],NADPH [cytosol],RU5P [cytosol]]","[PGD dimer [cytosol],PGD [cytosol]]"
Vitamins,"CYP27B1 hydroxylates 25(OH)D to 1,25(OH)2D",R-HSA-209868,"[25(OH)D [cytosol],H+ [cytosol],O2 [cytosol],NADPH [cytosol]]","[H2O [cytosol],1,25(OH)2D [cytosol],NADP+ [cytosol]]",[CYP27B1(?-508) [mitochondrial outer membrane]]
Beta-oxidation of very long chain fatty acids,DECR2 reduces LCtE-CoA to t3enoyl-CoA,R-HSA-6786720,"[H+ [peroxisomal matrix],LCtE-CoA [peroxisomal matrix],NADPH [peroxisomal matrix]]","[t3enoyl-CoA [peroxisomal matrix],NADP+ [peroxisomal matrix]]",[DECR2 [peroxisomal membrane]]
Sulfur amino acid metabolism,MTR transfers CH3 from MeCbl to HCYS,R-HSA-174374,"[MTRR:MTR(MeCbl) [cytosol],HCYS [cytosol]]","[MTRR:MTR(cob(I)alamin) [cytosol],L-Met [cytosol]]","[MTRR:MTR(MeCbl) [cytosol],MTR:Zn2+:MeCbl [cytosol],Zn2+ [cytosol],MeCbl [cytosol],MTR [cytosol],MTRR:FMN:FAD [cytosol],FMN [cytosol],MTRR [cytosol],FAD [cytosol]]"
Fatty acyl-CoA biosynthesis,PPT2 hydrolyses PALMCoA to PALM,R-HSA-5690046,"[PALM-CoA [lysosomal lumen],H2O [lysosomal lumen]]","[CoA-SH [lysosomal lumen],PALM [lysosomal lumen]]",[PPT2 [lysosomal lumen]]
Reversible hydration of carbon dioxide,Carbonic anhydrase hydrates carbon dioxide (mitochondria),R-HSA-1475032,"[H2O [mitochondrial matrix],CO2 [mitochondrial matrix]]","[HCO3- [mitochondrial matrix],H+ [mitochondrial matrix]]","[CA5A,B:Zinc [mitochondrial matrix],CA5A:Zinc [mitochondrial matrix],CA5A [mitochondrial matrix],Zn2+ [mitochondrial matrix],CA5B:Zinc [mitochondrial matrix],CA5B [mitochondrial matrix]]"
Biosynthesis of DHA-derived sulfido conjugates,Sulfido conjugates translocate from cytosol to extracellular region,R-HSA-9031856,[sulfido conjugates [cytosol]],[sulfido conjugates [extracellular region]],[]
Pyrimidine catabolism,beta-ureidopropionate + H2O => beta-alanine + NH4+ + CO2,R-HSA-73591,"[H2O [cytosol],UPROP [cytosol]]","[CO2 [cytosol],b-Ala [cytosol],NH4+ [cytosol]]","[UPB1:Zn2+ [cytosol],Zn2+ [cytosol],UPB1 [cytosol]]"
Phenylalanine metabolism,IL4I1:FAD oxidises L-Phe to kPPV,R-HSA-2160492,"[H2O [extracellular region],L-Phe [extracellular region],O2 [extracellular region]]","[NH3 [extracellular region],H2O2 [extracellular region],kPPV [extracellular region]]","[IL4I1:FAD [extracellular region],IL4I1 [extracellular region],FAD [extracellular region]]"
Synthesis of IP3 and IP4 in the cytosol,"I(1,3,4,6)P4 is dephosphorylated to I(3,4,6)P3 by ITPK1 in the cytosol",R-HSA-1855159,"[I(1,3,4,6)P4 [cytosol],H2O [cytosol]]","[Pi [cytosol],I(3,4,6)P3 [cytosol]]","[ITPK1:Mg2+ [cytosol],Mg2+ [cytosol],ITPK1 [cytosol]]"
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,"25(S) 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA is hydrated to (24R, 25R) 3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA",R-HSA-193535,"[H2O [peroxisomal matrix],25(S) 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA [peroxisomal matrix]]","[3,7,24THCA-CoA [peroxisomal matrix]]","[HSD17B4 dimer [peroxisomal matrix],HSD17B4(1-736) [peroxisomal matrix]]"
Metabolism of folate and pterines,HCOOH translocated from mitochondrial matrix to cytosol,R-HSA-6803255,[HCOOH [mitochondrial matrix]],[HCOOH [cytosol]],[]
Pyruvate metabolism,lipo-PDH decarboxylates PYR to Ac-CoA,R-HSA-71397,"[CoA-SH [mitochondrial matrix],NAD+ [mitochondrial matrix],PYR [mitochondrial matrix]]","[Ac-CoA [mitochondrial matrix],NADH [mitochondrial matrix],CO2 [mitochondrial matrix]]","[lipo-PDH [mitochondrial matrix],PDH E1 [mitochondrial matrix],TDP [mitochondrial matrix],PDHB [mitochondrial matrix],PDHA1,2 [mitochondrial matrix],PDHA2 [mitochondrial matrix],PDHA1 [mitochondrial matrix],lipo-K-132,K259-DLAT trimer [mitochondrial matrix],lipo-K132,K259-DLAT [mitochondrial matrix],PDHX [mitochondrial matrix],aKADH E3 dimer [mitochondrial matrix],aKADH E3 [mitochondrial matrix],DLD [mitochondrial matrix],FAD [mitochondrial matrix]]"
Selenocysteine synthesis,SEPHS2 phosphorylates H2Se to form SELP,R-HSA-8959510,"[H2Se [cytosol],H2O [cytosol],ATP [cytosol]]","[Pi [cytosol],H+ [cytosol],SELP [cytosol],AMP [cytosol]]",[SEPHS2 [cytosol]]
Biosynthesis of E-series 18(R)-resolvins,GPX4-2 reduces 18(R)-HpEPE to 18(R)-HEPE,R-HSA-9018895,"[18(R)-HpEPE [cytosol],GSH [cytosol]]","[H2O [cytosol],18(R)-HEPE [cytosol],GSSG [cytosol]]",[GPX4-2 [cytosol]]
Ubiquinol biosynthesis,PHB and all-E-10PrP2 are combined into DHB by COQ2,R-HSA-2162192,"[all-E-10PrP2 [mitochondrial matrix],PHB [mitochondrial matrix]]","[DHB [mitochondrial matrix],PPi [mitochondrial matrix]]",[COQ2 [mitochondrial inner membrane]]
Ubiquinol biosynthesis,DHB is hydroxylated to DHDB by COQ6,R-HSA-2162187,"[DHB [mitochondrial matrix],O2 [mitochondrial matrix],H+ [mitochondrial matrix],NADPH [mitochondrial matrix]]","[NADP+ [mitochondrial matrix],DHDB [mitochondrial matrix],H2O [mitochondrial matrix]]","[COQ6:FAD [mitochondrial inner membrane],COQ6 [mitochondrial inner membrane],FAD [mitochondrial inner membrane]]"
Formation of xylulose-5-phosphate,CRYL1 dimer dehydrogenates L-gulonate to 3-dehydro-L-gulonate,R-HSA-5661290,"[L-gulonate [cytosol],NAD+ [cytosol]]","[H+ [cytosol],3-dehydro-L-gulonate [cytosol],NADH [cytosol]]","[CRYL1 dimer [cytosol],CRYL1 [cytosol]]"
Purine catabolism,(d)GMP or (d)IMP + H2O => (d)G or (d)I + orthophosphate (NT5C),R-HSA-109470,"[(d)GMP, (d)IMP [cytosol],H2O [cytosol]]","[Pi [cytosol],Gu-Rib, dG, Ino, dI [cytosol]]","[NT5C dimer [cytosol],Mg2+ [cytosol],NT5C [cytosol]]"
Glyoxylate metabolism and glycine degradation,HAO1 tetramer oxidizes glycolate to glyoxylate,R-HSA-389842,"[O2 [peroxisomal matrix],glycolate [peroxisomal matrix]]","[glyoxylate [peroxisomal matrix],H2O2 [peroxisomal matrix]]","[HAO1 tetramer [peroxisomal matrix],Hydroxyacid oxidase 1:Flavin mononucleotide complex [peroxisomal matrix],HAO1 [peroxisomal matrix],FMN [peroxisomal matrix]]"
"Cobalamin (Cbl, vitamin B12) transport and metabolism",CTRC hydrolyses PRSS1,R-HSA-5693319,"[H2O [extracellular region],PRSS1(16-247) [extracellular region]]","[PRSS1(19-247) [extracellular region],PRSS1(16-18) [extracellular region]]",[CTRC [extracellular region]]
Glycosphingolipid metabolism,GLTP transports GSL from plasma membrane to ER membrane,R-HSA-5340320,[GSL [plasma membrane]],[GSL [endoplasmic reticulum membrane]],[GLTP [cytosol]]
Endogenous sterols,CYP46A1 24-hydroxylates CHOL,R-HSA-192061,"[H+ [cytosol],CHOL [endoplasmic reticulum membrane],O2 [cytosol],NADPH [cytosol]]","[24OH-CHOL [endoplasmic reticulum membrane],H2O [cytosol],NADP+ [cytosol]]",[CYP46A1 [endoplasmic reticulum membrane]]
Complex I biogenesis,Peripheral arm subunits bind the 815kDa complex to form a 980kDa complex,R-HSA-6799179,"[815kDa complex [mitochondrial inner membrane],NDUFS5 [mitochondrial inner membrane],FP subcomplex [mitochondrial inner membrane]]",[980kDa complex [mitochondrial inner membrane]],[]
Degradation of cysteine and homocysteine,Excess cysteine yields lanthionine and H2S,R-HSA-1614591,[L-Cys [cytosol]],"[L-Lanthionine [cytosol],H2S [cytosol]]","[PXLP-K212-CTH tetramer [cytosol],PXLP-K212-CTH [cytosol],L-Cys [cytosol]]"
Pentose phosphate pathway,xylulose 5-phosphate <=> D-ribulose 5-phosphate,R-HSA-199803,[XY5P [cytosol]],[RU5P [cytosol]],"[RPE:Fe2+ dimers [cytosol],RPEL1:Fe2+ dimer [cytosol],RPEL1:Fe2+ [cytosol],RPEL1 [cytosol],Fe2+ [cytosol],RPE:Fe2+ dimer [cytosol],RPE:Fe2+ [cytosol],RPE [cytosol]]"
Serine biosynthesis,PSPH:Mg2+ dimer dephosphorylates O-P-Ser,R-HSA-977324,"[H2O [cytosol],O-P-Ser [cytosol]]","[Pi [cytosol],L-Ser [cytosol]]","[PSPH:Mg2+ dimer [cytosol],Mg2+ [cytosol],PSPH [cytosol]]"
Synthesis of Lipoxins (LX),ALOX5 oxidises 15S-HpETE to LXA4/B4,R-HSA-2161917,"[15S-HpETE [cytosol],O2 [cytosol]]",[LXA4/B4 [cytosol]],"[ALOX5:ALOX5AP:LTC4S [nuclear envelope],ALOX5AP trimer [nuclear envelope],ALOX5AP [nuclear envelope],p-S272-ALOX5:Ca2+:Fe2+ [nuclear envelope],Ca2+ [nuclear envelope],Fe2+ [nuclear envelope],p-S272-ALOX5 [nuclear envelope],LTC4S trimer [nuclear envelope],LTC4S [nuclear envelope]]"
Glycolysis,"BPGM dimer isomerises 1,3BPG to 2,3BPG",R-HSA-6798335,"[1,3BPG [cytosol]]","[2,3BPG [cytosol]]","[BPGM dimer [cytosol],BPGM [cytosol]]"
Synthesis of IPs in the nucleus,IP6 is phosphorylated to 5-PP-IP5 by IP6K1/2 in the nucleus,R-HSA-1855207,"[ATP [nucleoplasm],IP6 [nucleoplasm]]","[ADP [nucleoplasm],5-PP-IP5 [nucleoplasm]]","[IP6K1/2 [nucleoplasm],IP6K2 [nucleoplasm],IP6K1 [nucleoplasm]]"
Glutamate and glutamine metabolism,glutamate + NH4+ + ATP => glutamine + ADP + orthophosphate [GLUL],R-HSA-70606,"[L-Glu [cytosol],ATP [cytosol],NH4+ [cytosol]]","[Pi [cytosol],ADP [cytosol],L-Gln [cytosol]]","[GLUL decamer [cytosol],GLUL [cytosol]]"
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Heterotrimeric G(s) complex dissociates,R-HSA-422320,[G-alpha(s):GTP:G-beta:G-gamma [cytosol]],"[G-beta:G-gamma (candidates) [plasma membrane],G alpha (s):GTP [plasma membrane]]",[]
PPARA activates gene expression,Expression of ABCB4,R-HSA-1989762,[ABCB4 gene [nucleoplasm]],[ABCB4 [plasma membrane]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
TP53 Regulates Metabolic Genes,"alpha-D-glucose 6-phosphate + NADP+ => D-glucono-1,5-lactone 6-phosphate + NADPH + H+",R-HSA-70377,"[G6P [cytosol],NADP+ [cytosol]]","[H+ [cytosol],D-Glucono-1,5-lactone 6-phosphate [cytosol],NADPH [cytosol]]","[G6PD dimer and tetramer [cytosol],G6PD dimer [cytosol],G6PD [cytosol],NADP+ [cytosol],G6PD tetramer [cytosol]]"
Hydrolysis of LPC,1-acyl LPC is hydrolyzed to GPCho by PLA2[8],R-HSA-1482685,"[H2O [cytosol],1-acyl LPC [endoplasmic reticulum membrane]]","[GPCho [cytosol],LCFA(-) [endoplasmic reticulum membrane]]","[PLA2(8) [cytosol],PLA2G4E [cytosol],PLA2G4A:Ca2+ [cytosol],Ca2+ [cytosol],PLA2G4A [cytosol],PLBD1 [cytosol],PLA2G4F [cytosol],PLA2G4B [cytosol],PLA2G4D [cytosol]]"
Citric acid cycle (TCA cycle),ME2:Mg2+ tetramer oxidatively decarboxylates MAL to PYR,R-HSA-9012268,"[MAL [mitochondrial matrix],NAD+ [mitochondrial matrix]]","[H+ [mitochondrial matrix],PYR [mitochondrial matrix],NADH [mitochondrial matrix],CO2 [mitochondrial matrix]]","[ME2:Mg2+ tetramer [mitochondrial matrix],ME2:Mg2+ dimer [mitochondrial matrix],ME2:Mg2+ [mitochondrial matrix],ME2 [mitochondrial matrix],Mg2+ [mitochondrial matrix],ATP [mitochondrial matrix],FUMA [mitochondrial matrix]]"
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),PGH2 is isomerised to PGD2 by HPGDS,R-HSA-2161701,[PGH2 [cytosol]],[PGD2 [cytosol]],"[HPGDS dimer [cytosol],HPGDS [cytosol],GSH [cytosol]]"
Respiratory electron transport,"ETFDH oxidises ETF (reduced) to ETF, reduces CoQ to QH2",R-HSA-169270,"[CoQ [mitochondrial inner membrane],ETF:FADH2 [mitochondrial matrix]]","[QH2 [mitochondrial inner membrane],ETF:FAD [mitochondrial matrix]]",[ETFDH [mitochondrial matrix]]
PPARA activates gene expression,Expression of Hydroxymethylglutaryl coenzyme A synthase (HMGCS1),R-HSA-1655848,[HMGCS1 gene [nucleoplasm]],[HMGCS1 [cytosol]],"[SREBP1A,1C,2:NF-Y:HMGCS1 gene [nucleoplasm],HMGCS1 gene [nucleoplasm],NF-Y [nucleoplasm],NFYA [nucleoplasm],NFYB [nucleoplasm],NFYC [nucleoplasm],SREBP1A,1C,2 dimer [nucleoplasm],SREBF1A,1C,2 cleaved by S2P [nucleoplasm],SREBF1-1(1-490) [nucleoplasm],SREBF2(1-484) [nucleoplasm],SREBF1-3 [nucleoplasm],PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
"Formation of the active cofactor, UDP-glucuronate","SLC35D1 hexamer transports UDP-GlcA, UDP-GlcNAc from cytosol to endoplasmic reticulum lumen",R-HSA-174368,"[UDP-GlcA [cytosol],UDP-GlcNAc [cytosol]]","[UDP-GlcNAc [endoplasmic reticulum lumen],UDP-GlcA [endoplasmic reticulum lumen]]","[SLC35D1 hexamer [endoplasmic reticulum membrane],SLC35D1 [endoplasmic reticulum membrane]]"
Glycogen breakdown (glycogenolysis),"PGYB dimer, b form + 2 AMP <=> PGYB b dimer:AMP complex",R-HSA-453356,"[PGYB dimer b form [cytosol],AMP [cytosol]]",[PGYB b dimer:AMP [cytosol]],[]
Nicotinate metabolism,NMNAT2 transfers an adenylyl group from ATP to NAMN to yield NAAD,R-HSA-197235,"[ATP [cytosol],NAMN [cytosol]]","[NAAD [cytosol],PPi(3-) [cytosol]]","[NMNAT2:Mg2+ [Golgi membrane],NMNAT2 [Golgi membrane],Mg2+ [Golgi membrane]]"
Hydrolysis of LPC,PLA2G15 hydrolyses LPC to GPCho and LCFA(-),R-HSA-8952251,"[H2O [extracellular region],lysoPC [extracellular region]]","[LCFA(-) [extracellular region],GPCho [extracellular region]]",[PLA2G15 [extracellular region]]
Metabolism of folate and pterines,MTHFD1L ligates HCOOH to THF to form 10-formyl-THF,R-HSA-5696839,"[HCOOH [mitochondrial matrix],THF [mitochondrial matrix],ATP [mitochondrial matrix]]","[Pi [mitochondrial matrix],ADP [mitochondrial matrix],10-formyl-THF [mitochondrial matrix]]","[MTHFD1L dimer [mitochondrial matrix],MTHFD1L [mitochondrial matrix]]"
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,Dehydrogenase dehydrogenates 13(R)-HDPAn-3 to 13-oxo-DPAn-3,R-HSA-9027598,"[13(R)-HDPAn-3 [cytosol],NADP+ [cytosol]]","[13-oxo-DPAn-3 [cytosol],NADPH [cytosol]]",[Dehydrogenase [cytosol]]
Interconversion of nucleotide di- and triphosphates,DCTPP1 hydrolyses 5idCTP,R-HSA-6786257,"[H2O [cytosol],5idCTP [cytosol]]","[PPi [cytosol],5idCMP [cytosol]]","[DCTPP1 tetramer [cytosol],DCTPP1:2xMg2+ [cytosol],DCTPP1 [cytosol],Mg2+ [cytosol]]"
Gluconeogenesis,D-glyceraldehyde 3-phosphate <=> dihydroxyacetone phosphate,R-HSA-70481,[GA3P [cytosol]],[DHAP [cytosol]],"[TPI1 dimer [cytosol],TPI1 [cytosol]]"
Retinoid metabolism and transport,LRAT esterifies RBP1:atROL and FACYLs to atREs,R-HSA-2404137,"[RBP1:atROL [cytosol],FACYLs [plasma membrane]]","[atREs [lipid droplet],RBP1 [cytosol]]",[LRAT [endoplasmic reticulum membrane]]
Synthesis of IP3 and IP4 in the cytosol,"I(1,3,4)P3 is phosphorylated to I(1,3,4,6)P4 by ITPK1 in the cytosol",R-HSA-1855197,"[ATP [cytosol],I(1,3,4)P3 [cytosol]]","[I(1,3,4,6)P4 [cytosol],ADP [cytosol]]","[ITPK1:Mg2+ [cytosol],Mg2+ [cytosol],ITPK1 [cytosol]]"
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,"3,7,24THCA-CoA is translocated from the cytosol to the peroxisome",R-HSA-193753,"[3,7,24THCA-CoA [cytosol]]","[3,7,24THCA-CoA [peroxisomal matrix]]",[]
ABO blood group biosynthesis,ABO-B:Mn2+ transfers Gal to H antigen-RBC to form B antigen-RBC,R-HSA-9033961,"[UDP-Gal [Golgi lumen],H antigen-RBC [Golgi lumen]]","[B antigen-RBC [Golgi lumen],UDP [Golgi lumen]]","[ABO-B:Mn2+ [Golgi membrane],ABO-B [Golgi membrane],Mn2+ [Golgi membrane]]"
Glycogen breakdown (glycogenolysis),"PGYB b dimer:AMP complex <=> PGYB dimer, b form + 2 AMP",R-HSA-453346,[PGYB b dimer:AMP [cytosol]],"[PGYB dimer b form [cytosol],AMP [cytosol]]",[]
Synthesis of PI,CDP-DAG is converted to PI by CDIPT,R-HSA-1482976,"[CDP-DAG [endoplasmic reticulum membrane],Ins [cytosol]]","[PI [endoplasmic reticulum membrane],CMP [cytosol]]","[CDIPT:Mg2+/Mn2+ [endoplasmic reticulum membrane],Mg2+/Mn2+ [endoplasmic reticulum membrane],Mg2+ [endoplasmic reticulum membrane],Mn2+ [endoplasmic reticulum membrane],CDIPT [endoplasmic reticulum membrane]]"
Iron uptake and transport,"HMOX1,2 cleave heme",R-HSA-189398,"[O2 [cytosol],NADPH [cytosol],heme [cytosol]]","[H2O [cytosol],CO [cytosol],Fe2+ [cytosol],BV [cytosol],NADP+ [cytosol]]","[HMOX1,2 [endoplasmic reticulum membrane],HMOX1 [endoplasmic reticulum membrane],HMOX2 [endoplasmic reticulum membrane]]"
Interconversion of nucleotide di- and triphosphates,RNR (M1M2B) reduces nucleotide diphosphates to deoxynucleotide diphosphates (thioredoxin),R-HSA-111804,"[NDP(3-) [cytosol],TXN [cytosol]]","[H2O [cytosol],dNDP(3-) [cytosol],2xHC-TXN [cytosol]]","[RNR (M1M2B) [cytosol],RRM2B dimer [cytosol],RRM2B [cytosol],Fe3+ [cytosol],RRM1 dimer [cytosol],RRM1 [cytosol],dATP [cytosol],ATP [cytosol]]"
Keratan sulfate biosynthesis,B4GALTs transfer Gal to a branch of keratan,R-HSA-2046298,"[UDP-Gal [Golgi lumen],Keratan(2)-PG [Golgi lumen]]","[Keratan(3)-PG [Golgi lumen],UDP [Golgi lumen]]","[B4GALT1-6 homodimers [Golgi membrane],B4GALT1 homodimer [Golgi membrane],B4GALT1 [Golgi membrane],B4GALT6 homodimer [Golgi membrane],B4GALT6 [Golgi membrane],B4GALT3 homodimer [Golgi membrane],B4GALT3 [Golgi membrane],B4GALT4 homodimer [Golgi membrane],B4GALT4 [Golgi membrane],B4GALT5 homodimer [Golgi membrane],B4GALT5 [Golgi membrane],B4GALT2 homodimer [Golgi membrane],B4GALT2 [Golgi membrane]]"
Sphingolipid de novo biosynthesis,phosphatidylcholine + ceramide <=> sphingomyelin + diacylglycerol [SGMS2],R-HSA-429786,"[PC [plasma membrane],CERA [plasma membrane]]","[SPHM [plasma membrane],DAGs [plasma membrane]]",[2xPalmC-SGMS2 [plasma membrane]]
Purine catabolism,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),R-HSA-74249,"[Pi [cytosol],G, dG [cytosol]]","[Gua [cytosol],R1P, dRibP [cytosol]]","[NP trimer [cytosol],PNP [cytosol]]"
Triglyceride biosynthesis,AGMO cleaves alkylglycerol into fatty aldehyde and glycerol,R-HSA-5696119,"[BH4 [cytosol],alkylglycerol [cytosol],O2 [cytosol]]","[H2O [cytosol],BH2 [cytosol],Glycerol [cytosol],fatty aldehyde [cytosol]]",[AGMO [endoplasmic reticulum membrane]]
Phosphate bond hydrolysis by NTPDase proteins,NTPDase2 hydrolyzes nucleoside triphosphates,R-HSA-8851089,"[ATP,GTP,CTP,ITP,UTP [extracellular region],H2O [extracellular region]]","[Pi [extracellular region],ADP,GDP,CDP,IDP,UDP [extracellular region]]","[NTPDase2:Ca2+,Mg2+ [plasma membrane],Ca2+,Mg2+ [extracellular region],Mg2+ [extracellular region],Ca2+ [extracellular region],ENTPD2 [plasma membrane]]"
Branched-chain amino acid catabolism,beta-methylglutaconyl-CoA + ADP + orthophosphate + H2O <=> beta-methylcrotonyl-CoA + ATP + CO2 [MCCA],R-HSA-508308,"[Pi [mitochondrial matrix],ADP [mitochondrial matrix],bMC-CoA [mitochondrial matrix],H2O [mitochondrial matrix]]","[bMC-CoA [mitochondrial matrix],HCO3- [mitochondrial matrix],ATP [mitochondrial matrix]]","[6x(Btn-MCCC1:MCCC2) [mitochondrial matrix],MCCC2 [mitochondrial matrix],Btn-MCCC1 [mitochondrial matrix]]"
