TopLevelPathwayName,FirstLevelPathwayName,SecondLevelPathwayName,ReactionName,ReactionID
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,p100:RELB binds active NIK:p-IKKA dimer,R-HSA-5607720
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB",R-HSA-5607723
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,Active NIK phosphorylates IKKA dimer,R-HSA-5607722
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TRAF3:NIK binds TRAF2:cIAP1/2,R-HSA-5668543
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,EDA binds EDAR,R-HSA-5669012
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TNFSF15 binds TNFRSF25,R-HSA-5693012
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,EDA-3 binds EDA2R,R-HSA-5669013
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"sBAFF,sAPRIL binds TACI,BCMA",R-HSA-5676607
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TNFSF9 binds TNFRSF9,R-HSA-8858475
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,OX40L binds OX40,R-HSA-5692315
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,CD70 binds CD27,R-HSA-5669024
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"TNFRSF6B binds TNFSF6,14,15",R-HSA-5675948
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TNFSF8 binds TNFRSF8,R-HSA-8856189
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"TNFSF11 binds TNFRSF11A, B",R-HSA-5669035
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TNFSF18 binds TNFRSF18,R-HSA-5675947
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,EDA:EDAR binds EDARADD,R-HSA-5675656
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"LTA trimer binds TNFRSF1A,1B,14",R-HSA-5669097
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,26Sproteasome degrades K48polyUb-NIK,R-HSA-5668520
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,FLT3LG dimer binds FLT3,R-HSA-6786789
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3 binds HCK,R-HSA-9609274
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PI3K-containing complexes phosphorylate PIP2 to PIP3,R-HSA-109699
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PDPK1 binds PIP3,R-HSA-109701
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,AKT2 binds PIP3,R-HSA-109700
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PDPK1 phosphorylates AKT2,R-HSA-109702
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,"p-T309,S474-AKT2:PIP3 phosphorylates PDE3B",R-HSA-162363
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,p-S295-PDE3B hydrolyses cAMP to AMP,R-HSA-162425
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3:GRB2:p-Y-GAB2 binds PIK3R1,R-HSA-9607224
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,GAB2 in Active FLT3:GRB2:GAB2 is phosphorylated,R-HSA-9606622
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,FLT3LG dimer:FLT3 dimer autophosphorylates,R-HSA-9604767
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3 dimer binds GRB2,R-HSA-9604738
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3:GRB2 binds GAB2,R-HSA-9606624
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3:GRB2:p-Y-GAB2 binds PTPN11,R-HSA-9606784
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,FLT3LG dimer:FLT3 binds FLT3,R-HSA-8854736
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3:GRB2 binds SOS1,R-HSA-9607301
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3 binds FYN,R-HSA-9605259
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,SOS1-mediated nucleotide exchange of RAS (EGF:EGFR:SHC1:GRB2:SOS1),R-HSA-9607304
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Active FLT3 binds PTPN11,R-HSA-9604969
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Activator phosphorylates STAT5,R-HSA-9645137
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Activators bind STAT5,R-HSA-9645126
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,p-STAT5 dissociates from activator:STAT5 complex,R-HSA-9645134
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Phosphorylation of RAF,R-HSA-5672969
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,"p-S311,S406 KSR1:MARK3 binds YWHAB dimer",R-HSA-5672954
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PP2A dephosphorylates KSR1,R-HSA-5672957
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,YWHAB dimer dissociates from KSR1:MARK3,R-HSA-5672958
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PP2A dephosphorylates inactive RAFs,R-HSA-5672961
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,YWHAB dimer dissociates from dephosphorylated RAF,R-HSA-5672960
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,MARK3 phosphorylates KSR1,R-HSA-5672948
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Inactive RAFs bind YWHAB,R-HSA-5672951
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,RAS:GTP:'activator' RAF homo/heterodimerizes with other RAF monomers,R-HSA-5672966
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,"""Activator"" RAF:YWHAB dimer binds RAS:GTP",R-HSA-5672950
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,SPRED dimer binds NF1,R-HSA-5658438
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,RAS GAPs stimulate RAS GTPase activity,R-HSA-5658231
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,RAS GAPs bind RAS:GTP,R-HSA-5658435
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,NF1 is degraded by the proteasome,R-HSA-5658430
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,KBTBD7:CUL3:RBX1 ubiquitinates NF1,R-HSA-5658424
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,"p-T,Y MAPKs dimerize",R-HSA-5674385
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Phosphorylated MAPKs translocate into the nucleus,R-HSA-5674387
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,BRAP autoubiquitinates,R-HSA-5674022
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PP2A dephosphorylates RAF1,R-HSA-5675431
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,BRAP binds RAS:GTP,R-HSA-5674018
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Activated MAPKs phosphorylate MAP2K1,R-HSA-5674496
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Activated MAPKs phosphorylate BRAF,R-HSA-5675198
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Activated MAPK phosphorylates RAF1,R-HSA-5675194
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,BRAP binds KSR1:MARK3,R-HSA-5674019
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Cytosolic DUSPs dephosphorylate MAPKs,R-HSA-5675376
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PAQR3 binds inactive RAFs,R-HSA-5674140
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Nuclear DUSPs dephosphorylate MAPKs,R-HSA-5675373
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PEBP1 binds activated RAF1,R-HSA-5675417
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PP5 dephosphorylates RAF1 S338,R-HSA-5675433
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,RAS GEFs promote RAS nucleotide exchange,R-HSA-5672965
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,Dissociation of RAS:RAF complex,R-HSA-5672980
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,WDR83:LAMTOR2:LAMTOR3 binds MAPK components,R-HSA-5674132
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,MAP2Ks phosphorylate MAPK at the Golgi membrane,R-HSA-5674373
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,RAF phosphorylates MAP2K dimer,R-HSA-5672978
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,MAP2Ks and MAPKs are phosphorylated at the endosome membrane,R-HSA-5674130
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,IL17RD binds p-2S MAP2Ks and MAPKs,R-HSA-5674366
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,MAP2Ks and MAPKs bind to the activated RAF complex,R-HSA-5672972
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,MAP2Ks phosphorylate MAPKs,R-HSA-5672973
Immune System,Cytokine Signaling in Immune system,FLT3 Signaling,PEA15 binds MAPK monomers and dimers,R-HSA-5675206
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,GH:GHR:JAK2 complex undergoes a conformational change,R-HSA-982768
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,SOCS binding to JAK2,R-HSA-1168813
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,PTP1B dephosphorylates GHR,R-HSA-1169192
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,Growth hormone receptor dimerizes,R-HSA-982775
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,SOCS binding to GHR,R-HSA-1168809
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,JAK2 phosphorylation of IRS-1/2,R-HSA-1168423
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,GHBP binds GHR,R-HSA-1362465
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,SHP1 (PTPN6) dephosphorylates JAK2,R-HSA-1169188
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,Growth hormone binds the growth hormone receptor,R-HSA-982778
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,p-STAT5A/B dissociates from the Growth Hormone receptor,R-HSA-1168894
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,JAK2 phosphorylates STAT1/STAT3,R-HSA-1168767
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,PTP1B binds the GH receptor complex,R-HSA-1168445
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,PTP1B dephosphorylates JAK2,R-HSA-1169210
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,STAT5 dimers translocate to the nucleus,R-HSA-507937
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,Growth hormone forms dimers and oligomers,R-HSA-982765
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,GHBP binds GH,R-HSA-1362485
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,STAT5 tyrosine phosphorylation,R-HSA-1168394
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,Lyn activates ERK,R-HSA-1168459
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,Growth hormone receptor binds Lyn,R-HSA-1168456
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,JAK2 phosphorylation of GHR,R-HSA-982807
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,Metalloprotease cleavage of GHR,R-HSA-1168777
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,STAT5 association with GHR,R-HSA-1168393
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,SHP1 (PTPN6) binds JAK2 in the receptor complex,R-HSA-1168839
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,JAK2 phosphorylation,R-HSA-982810
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,JAK2 binds STAT1/3,R-HSA-1168768
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,Growth hormone receptor binds JAK2,R-HSA-982792
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,GHR internalization,R-HSA-1168789
Immune System,Cytokine Signaling in Immune system,Growth hormone receptor signaling,p-STAT5 dimerizes,R-HSA-452102
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,PIN1 mediated IRF3 degradation,R-HSA-936462
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,R-HSA-1678841
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ISGylation of protein translation regulator 4EHP,R-HSA-1678843
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ISGylation of viral protein NS1,R-HSA-1169395
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Competitive inhibition of translation initiation by ISGylated 4EHP,R-HSA-1678842
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ISGylation of IRF3,R-HSA-1169394
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Activation of ISG15 by UBA7 E1 ligase,R-HSA-1169397
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Interaction of ISG15 with NEDD4 and inhibition of Ebola virus budding,R-HSA-1169399
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ISGylation of host protein filamin B,R-HSA-1169398
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Interaction of E3 ligase with ISG15:E2 complex,R-HSA-1169403
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Translocation of Influenza A virus nonstructural protein 1 (NS1A) into the nucleus,R-HSA-1176059
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Monoubiquitination of N-myristoyl GAG (P12493) protein,R-HSA-1169307
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ISGylation of E2 conjugating enzymes,R-HSA-1169402
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ISGylation of protein phosphatase 1 beta (PP2CB),R-HSA-1169405
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,Transfer of ISG15 from E1 to E2 (UBCH8),R-HSA-1169404
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ISGylation of host proteins,R-HSA-1169406
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS2 dimerizes,R-HSA-8985097
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS1 oligomerizes,R-HSA-8983688
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OASL binds DDX58,R-HSA-8985153
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS1 produces oligoadenylates,R-HSA-8983680
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS3 produces oligoadenylates,R-HSA-8985091
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,RNASEL binds 2'-5' oligoadenylate,R-HSA-8985123
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS3 binds viral dsRNA,R-HSA-8985157
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,"Viral 2',5'-PDE cleaves 2'-5' oligoadenylates ",R-HSA-9615042
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,PDE12 cleaves 2'-5' oligoadenylates ,R-HSA-9009950
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,ABCE1 binds RNASEL,R-HSA-8985201
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS2 produces oligoadenylates,R-HSA-8985104
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,RNASEL cleaves cellular ssRNA,R-HSA-9009936
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS2 binds viral dsRNA,R-HSA-8985138
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,RNASEL cleaves viral ssRNA,R-HSA-9009941
Immune System,Cytokine Signaling in Immune system,Interferon Signaling,OAS1 binds viral dsRNA,R-HSA-8983671
