First_Reaction,Second_Reaction,Second_Reaction_Author,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,Cyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176502"",""NEDD4L ubiquitinates SMAD2/3"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
